timestamp_utc,open_time_ms,open,high,low,close,volume
2026-01-01T00:00:00+00:00,1767225600000,87648.21000000,87849.26000000,87632.74000000,87809.23000000,233.66036000
2026-01-01T01:00:00+00:00,1767229200000,87809.24000000,88050.00000000,87809.23000000,87960.00000000,241.44162000
2026-01-01T02:00:00+00:00,1767232800000,87960.01000000,88088.10000000,87895.37000000,87914.00000000,209.55860000
2026-01-01T03:00:00+00:00,1767236400000,87914.00000000,88015.70000000,87832.09000000,87846.02000000,149.08354000
2026-01-01T04:00:00+00:00,1767240000000,87846.01000000,87854.81000000,87550.43000000,87590.40000000,476.17901000
2026-01-01T05:00:00+00:00,1767243600000,87590.41000000,87749.34000000,87590.40000000,87704.39000000,283.17436000
2026-01-01T06:00:00+00:00,1767247200000,87704.39000000,87704.39000000,87636.29000000,87658.00000000,123.89656000
2026-01-01T07:00:00+00:00,1767250800000,87658.01000000,87673.01000000,87596.00000000,87631.88000000,225.27492000
2026-01-01T08:00:00+00:00,1767254400000,87631.88000000,87811.13000000,87631.87000000,87770.90000000,285.21745000
2026-01-01T09:00:00+00:00,1767258000000,87770.89000000,87965.25000000,87751.82000000,87877.99000000,210.22963000
2026-01-01T10:00:00+00:00,1767261600000,87877.99000000,87883.80000000,87799.17000000,87863.76000000,128.07380000
2026-01-01T11:00:00+00:00,1767265200000,87863.75000000,88024.64000000,87859.36000000,88024.64000000,196.30405000
2026-01-01T12:00:00+00:00,1767268800000,88024.64000000,88036.42000000,87925.28000000,87950.00000000,200.13556000
2026-01-01T13:00:00+00:00,1767272400000,87950.00000000,88019.82000000,87860.66000000,87922.64000000,155.72883000
2026-01-01T14:00:00+00:00,1767276000000,87922.63000000,87970.59000000,87810.66000000,87967.05000000,390.01531000
2026-01-01T15:00:00+00:00,1767279600000,87967.05000000,88113.45000000,87916.39000000,88032.18000000,260.01234000
2026-01-01T16:00:00+00:00,1767283200000,88032.17000000,88048.70000000,87879.03000000,87988.76000000,189.99476000
2026-01-01T17:00:00+00:00,1767286800000,87988.77000000,88500.00000000,87976.00000000,88316.37000000,476.08554000
2026-01-01T18:00:00+00:00,1767290400000,88316.38000000,88364.00000000,88105.08000000,88193.94000000,257.59166000
2026-01-01T19:00:00+00:00,1767294000000,88193.94000000,88431.23000000,88062.32000000,88391.15000000,216.66303000
2026-01-01T20:00:00+00:00,1767297600000,88391.16000000,88391.16000000,88240.00000000,88258.12000000,135.39527000
2026-01-01T21:00:00+00:00,1767301200000,88258.12000000,88447.84000000,88254.08000000,88377.67000000,168.57205000
2026-01-01T22:00:00+00:00,1767304800000,88377.67000000,88699.99000000,88377.67000000,88645.57000000,474.23054000
2026-01-01T23:00:00+00:00,1767308400000,88645.57000000,88919.45000000,88474.63000000,88839.04000000,593.05254000
2026-01-02T00:00:00+00:00,1767312000000,88839.05000000,88890.09000000,88594.39000000,88833.97000000,448.72758000
2026-01-02T01:00:00+00:00,1767315600000,88833.96000000,88877.12000000,88525.73000000,88639.89000000,242.38673000
2026-01-02T02:00:00+00:00,1767319200000,88639.89000000,88665.10000000,88379.88000000,88637.03000000,253.81052000
2026-01-02T03:00:00+00:00,1767322800000,88637.02000000,89120.01000000,88573.64000000,88950.65000000,670.13653000
2026-01-02T04:00:00+00:00,1767326400000,88950.64000000,88992.00000000,88629.00000000,88637.64000000,287.46487000
2026-01-02T05:00:00+00:00,1767330000000,88637.64000000,88787.56000000,88576.56000000,88765.20000000,223.91609000
2026-01-02T06:00:00+00:00,1767333600000,88765.21000000,89079.44000000,88715.44000000,88935.04000000,291.36506000
2026-01-02T07:00:00+00:00,1767337200000,88935.05000000,89068.62000000,88794.01000000,88857.61000000,387.57118000
2026-01-02T08:00:00+00:00,1767340800000,88857.60000000,89200.00000000,88758.94000000,89178.13000000,436.78167000
2026-01-02T09:00:00+00:00,1767344400000,89178.13000000,89484.06000000,89106.34000000,89467.32000000,885.84196000
2026-01-02T10:00:00+00:00,1767348000000,89467.32000000,89942.44000000,89451.34000000,89666.29000000,1401.67184000
2026-01-02T11:00:00+00:00,1767351600000,89666.30000000,89682.04000000,89360.00000000,89502.95000000,610.27074000
2026-01-02T12:00:00+00:00,1767355200000,89502.94000000,89593.17000000,89387.01000000,89400.00000000,388.55376000
2026-01-02T13:00:00+00:00,1767358800000,89400.00000000,89688.60000000,89309.94000000,89348.68000000,481.02676000
2026-01-02T14:00:00+00:00,1767362400000,89348.67000000,90135.00000000,88459.96000000,89580.00000000,2152.74387000
2026-01-02T15:00:00+00:00,1767366000000,89580.01000000,89888.00000000,88800.00000000,89418.11000000,1551.51931000
2026-01-02T16:00:00+00:00,1767369600000,89418.10000000,90800.00000000,89205.92000000,90376.05000000,2486.21857000
2026-01-02T17:00:00+00:00,1767373200000,90376.05000000,90961.81000000,90185.43000000,90370.52000000,1336.49207000
2026-01-02T18:00:00+00:00,1767376800000,90370.52000000,90555.99000000,89552.18000000,89773.10000000,847.22983000
2026-01-02T19:00:00+00:00,1767380400000,89773.10000000,90157.03000000,89650.00000000,89897.23000000,485.53154000
2026-01-02T20:00:00+00:00,1767384000000,89897.23000000,90075.00000000,89636.77000000,89740.00000000,538.07124000
2026-01-02T21:00:00+00:00,1767387600000,89740.01000000,90175.01000000,89728.37000000,90065.80000000,330.88507000
2026-01-02T22:00:00+00:00,1767391200000,90065.80000000,90400.00000000,90026.54000000,90195.37000000,409.68756000
2026-01-02T23:00:00+00:00,1767394800000,90195.37000000,90201.67000000,89902.16000000,89995.13000000,249.06866000
2026-01-03T00:00:00+00:00,1767398400000,89995.14000000,90195.77000000,89966.48000000,90156.19000000,298.52212000
2026-01-03T01:00:00+00:00,1767402000000,90156.19000000,90292.87000000,90077.69000000,90282.69000000,236.37769000
2026-01-03T02:00:00+00:00,1767405600000,90282.68000000,90418.32000000,90129.53000000,90340.00000000,305.59164000
2026-01-03T03:00:00+00:00,1767409200000,90340.01000000,90376.49000000,90200.00000000,90321.22000000,185.70264000
2026-01-03T04:00:00+00:00,1767412800000,90321.23000000,90480.62000000,90053.53000000,90170.00000000,411.08569000
2026-01-03T05:00:00+00:00,1767416400000,90170.01000000,90198.00000000,89924.48000000,90031.10000000,222.72398000
2026-01-03T06:00:00+00:00,1767420000000,90031.10000000,90134.60000000,89850.10000000,89871.05000000,273.68226000
2026-01-03T07:00:00+00:00,1767423600000,89871.04000000,89950.88000000,89314.01000000,89577.13000000,869.92487000
2026-01-03T08:00:00+00:00,1767427200000,89577.13000000,89831.90000000,89420.75000000,89670.51000000,458.16930000
2026-01-03T09:00:00+00:00,1767430800000,89670.51000000,89982.11000000,89634.95000000,89791.99000000,409.91195000
2026-01-03T10:00:00+00:00,1767434400000,89792.00000000,89881.10000000,89715.21000000,89754.47000000,270.67124000
2026-01-03T11:00:00+00:00,1767438000000,89754.48000000,89782.81000000,89679.14000000,89752.74000000,162.35671000
2026-01-03T12:00:00+00:00,1767441600000,89752.75000000,90046.00000000,89664.93000000,90039.13000000,374.21001000
2026-01-03T13:00:00+00:00,1767445200000,90039.12000000,90065.74000000,89920.01000000,90004.96000000,287.30479000
2026-01-03T14:00:00+00:00,1767448800000,90004.97000000,90249.99000000,89960.00000000,90126.02000000,298.26434000
2026-01-03T15:00:00+00:00,1767452400000,90126.02000000,90126.02000000,89968.00000000,89969.31000000,155.37202000
2026-01-03T16:00:00+00:00,1767456000000,89969.31000000,90219.67000000,89918.59000000,90105.24000000,200.27276000
2026-01-03T17:00:00+00:00,1767459600000,90105.24000000,90123.77000000,90026.93000000,90093.99000000,83.86507000
2026-01-03T18:00:00+00:00,1767463200000,90094.00000000,90197.88000000,90035.52000000,90138.87000000,141.85601000
2026-01-03T19:00:00+00:00,1767466800000,90138.87000000,90156.19000000,90060.00000000,90123.77000000,90.08443000
2026-01-03T20:00:00+00:00,1767470400000,90123.76000000,90372.40000000,90017.23000000,90372.39000000,179.02196000
2026-01-03T21:00:00+00:00,1767474000000,90372.40000000,90741.16000000,90318.29000000,90564.31000000,398.89642000
2026-01-03T22:00:00+00:00,1767477600000,90564.32000000,90738.99000000,90497.52000000,90590.04000000,433.49380000
2026-01-03T23:00:00+00:00,1767481200000,90590.04000000,90700.00000000,90469.39000000,90628.01000000,310.10546000
2026-01-04T00:00:00+00:00,1767484800000,90628.01000000,91610.17000000,90628.00000000,91341.47000000,1737.64298000
2026-01-04T01:00:00+00:00,1767488400000,91341.48000000,91475.52000000,91005.37000000,91235.37000000,375.26249000
2026-01-04T02:00:00+00:00,1767492000000,91235.37000000,91292.00000000,91080.06000000,91124.00000000,278.28940000
2026-01-04T03:00:00+00:00,1767495600000,91124.00000000,91350.00000000,91080.06000000,91236.78000000,328.23931000
2026-01-04T04:00:00+00:00,1767499200000,91236.78000000,91587.72000000,91183.15000000,91400.00000000,457.69348000
2026-01-04T05:00:00+00:00,1767502800000,91400.01000000,91490.68000000,91348.31000000,91480.04000000,172.44443000
2026-01-04T06:00:00+00:00,1767506400000,91480.04000000,91810.00000000,91237.54000000,91237.55000000,747.06543000
2026-01-04T07:00:00+00:00,1767510000000,91237.54000000,91546.31000000,91211.25000000,91532.00000000,456.46078000
2026-01-04T08:00:00+00:00,1767513600000,91532.00000000,91536.00000000,91174.46000000,91374.99000000,620.80815000
2026-01-04T09:00:00+00:00,1767517200000,91374.99000000,91485.21000000,91244.29000000,91468.28000000,941.08164000
2026-01-04T10:00:00+00:00,1767520800000,91468.28000000,91620.50000000,91422.67000000,91600.62000000,665.01473000
2026-01-04T11:00:00+00:00,1767524400000,91600.62000000,91600.62000000,91236.19000000,91300.00000000,369.35457000
2026-01-04T12:00:00+00:00,1767528000000,91300.01000000,91360.00000000,91084.00000000,91150.98000000,454.56858000
2026-01-04T13:00:00+00:00,1767531600000,91150.99000000,91276.94000000,91014.10000000,91264.00000000,272.68922000
2026-01-04T14:00:00+00:00,1767535200000,91264.00000000,91419.22000000,91146.86000000,91336.39000000,272.07953000
2026-01-04T15:00:00+00:00,1767538800000,91336.39000000,91381.60000000,91096.27000000,91334.94000000,316.98098000
2026-01-04T16:00:00+00:00,1767542400000,91334.94000000,91455.90000000,91244.60000000,91321.00000000,326.44422000
2026-01-04T17:00:00+00:00,1767546000000,91321.00000000,91436.21000000,91306.77000000,91335.73000000,137.11227000
2026-01-04T18:00:00+00:00,1767549600000,91335.72000000,91335.73000000,91000.00000000,91205.39000000,304.66859000
2026-01-04T19:00:00+00:00,1767553200000,91205.38000000,91205.39000000,90863.47000000,91138.07000000,372.30446000
2026-01-04T20:00:00+00:00,1767556800000,91138.06000000,91349.38000000,91132.00000000,91313.94000000,147.52188000
2026-01-04T21:00:00+00:00,1767560400000,91313.93000000,91421.96000000,91182.71000000,91279.99000000,135.33795000
2026-01-04T22:00:00+00:00,1767564000000,91279.99000000,91401.98000000,91150.47000000,91220.01000000,149.03275000
2026-01-04T23:00:00+00:00,1767567600000,91220.00000000,91590.00000000,91220.00000000,91529.73000000,388.43188000
2026-01-05T00:00:00+00:00,1767571200000,91529.74000000,92426.82000000,91514.81000000,92405.46000000,2061.87264000
2026-01-05T01:00:00+00:00,1767574800000,92405.46000000,93388.00000000,92280.69000000,92967.28000000,1977.50385000
2026-01-05T02:00:00+00:00,1767578400000,92967.29000000,93157.99000000,92724.98000000,93033.11000000,913.68581000
2026-01-05T03:00:00+00:00,1767582000000,93033.11000000,93204.70000000,92871.26000000,92878.22000000,595.50021000
2026-01-05T04:00:00+00:00,1767585600000,92878.22000000,92947.87000000,92330.46000000,92595.07000000,588.83873000
2026-01-05T05:00:00+00:00,1767589200000,92595.07000000,92720.73000000,92340.39000000,92359.99000000,400.53800000
2026-01-05T06:00:00+00:00,1767592800000,92359.99000000,92500.00000000,92155.00000000,92491.81000000,320.70875000
2026-01-05T07:00:00+00:00,1767596400000,92491.82000000,92644.31000000,92484.72000000,92520.63000000,528.78142000
2026-01-05T08:00:00+00:00,1767600000000,92520.63000000,92774.28000000,92446.00000000,92467.53000000,603.26757000
2026-01-05T09:00:00+00:00,1767603600000,92467.54000000,92845.53000000,92320.17000000,92688.60000000,645.33375000
2026-01-05T10:00:00+00:00,1767607200000,92688.61000000,93151.00000000,92679.12000000,93080.00000000,681.83063000
2026-01-05T11:00:00+00:00,1767610800000,93080.00000000,93151.00000000,92883.03000000,93134.26000000,567.75651000
2026-01-05T12:00:00+00:00,1767614400000,93134.25000000,93206.20000000,92752.60000000,92874.28000000,453.58870000
2026-01-05T13:00:00+00:00,1767618000000,92874.28000000,93020.00000000,92535.41000000,92742.74000000,486.24906000
2026-01-05T14:00:00+00:00,1767621600000,92742.73000000,93666.00000000,92407.13000000,93428.00000000,1355.05943000
