timestamp_utc,open_time_ms,open,high,low,close,volume
2026-01-05T15:00:00+00:00,1767625200000,93428.00000000,94000.00000000,93170.95000000,93957.73000000,1929.19905000
2026-01-05T16:00:00+00:00,1767628800000,93957.74000000,94076.35000000,93586.65000000,93701.31000000,1298.79178000
2026-01-05T17:00:00+00:00,1767632400000,93701.30000000,94477.69000000,93250.00000000,94317.84000000,1154.31910000
2026-01-05T18:00:00+00:00,1767636000000,94317.84000000,94500.00000000,93920.00000000,94449.62000000,974.95833000
2026-01-05T19:00:00+00:00,1767639600000,94449.61000000,94500.00000000,94131.44000000,94303.40000000,762.31290000
2026-01-05T20:00:00+00:00,1767643200000,94303.40000000,94789.08000000,94038.00000000,94177.99000000,1133.04005000
2026-01-05T21:00:00+00:00,1767646800000,94178.00000000,94227.40000000,93800.00000000,94095.78000000,474.75745000
2026-01-05T22:00:00+00:00,1767650400000,94095.78000000,94406.00000000,94012.30000000,94171.22000000,370.72137000
2026-01-05T23:00:00+00:00,1767654000000,94171.21000000,94194.01000000,93859.70000000,93859.71000000,394.98075000
2026-01-06T00:00:00+00:00,1767657600000,93859.71000000,93993.07000000,93555.93000000,93816.70000000,522.32093000
2026-01-06T01:00:00+00:00,1767661200000,93816.70000000,94161.86000000,93739.37000000,93771.82000000,384.14412000
2026-01-06T02:00:00+00:00,1767664800000,93771.82000000,93870.66000000,93529.18000000,93620.60000000,336.13865000
2026-01-06T03:00:00+00:00,1767668400000,93620.60000000,93943.88000000,93601.96000000,93769.24000000,285.34343000
2026-01-06T04:00:00+00:00,1767672000000,93769.25000000,94000.00000000,93734.25000000,93801.07000000,231.47521000
2026-01-06T05:00:00+00:00,1767675600000,93801.07000000,93816.00000000,93572.11000000,93599.99000000,407.00036000
2026-01-06T06:00:00+00:00,1767679200000,93599.99000000,93951.07000000,93538.83000000,93780.01000000,538.64562000
2026-01-06T07:00:00+00:00,1767682800000,93780.01000000,93782.60000000,93137.98000000,93255.08000000,860.27324000
2026-01-06T08:00:00+00:00,1767686400000,93255.08000000,93420.11000000,93167.29000000,93240.17000000,355.74138000
2026-01-06T09:00:00+00:00,1767690000000,93240.18000000,93569.61000000,93229.37000000,93462.72000000,327.55172000
2026-01-06T10:00:00+00:00,1767693600000,93462.72000000,93654.49000000,93413.20000000,93579.56000000,273.28705000
2026-01-06T11:00:00+00:00,1767697200000,93579.56000000,93895.00000000,93571.43000000,93840.00000000,403.66589000
2026-01-06T12:00:00+00:00,1767700800000,93839.99000000,93981.10000000,93784.30000000,93872.16000000,338.69848000
2026-01-06T13:00:00+00:00,1767704400000,93872.17000000,93872.17000000,93636.75000000,93716.53000000,315.19532000
2026-01-06T14:00:00+00:00,1767708000000,93716.53000000,94444.44000000,93531.28000000,93836.81000000,1676.33623000
2026-01-06T15:00:00+00:00,1767711600000,93836.81000000,94311.22000000,93352.01000000,93648.99000000,1417.41756000
2026-01-06T16:00:00+00:00,1767715200000,93649.00000000,93775.60000000,92336.00000000,92692.32000000,2208.46324000
2026-01-06T17:00:00+00:00,1767718800000,92692.32000000,92773.05000000,91539.68000000,91589.24000000,1784.74974000
2026-01-06T18:00:00+00:00,1767722400000,91589.23000000,92221.52000000,91262.94000000,92034.09000000,1427.50922000
2026-01-06T19:00:00+00:00,1767726000000,92034.09000000,92361.82000000,91902.00000000,92104.50000000,733.78195000
2026-01-06T20:00:00+00:00,1767729600000,92104.49000000,92698.04000000,92098.29000000,92505.32000000,775.34743000
2026-01-06T21:00:00+00:00,1767733200000,92505.31000000,93845.03000000,92372.40000000,93258.05000000,1874.69965000
2026-01-06T22:00:00+00:00,1767736800000,93258.04000000,93533.78000000,92966.75000000,93362.68000000,713.98511000
2026-01-06T23:00:00+00:00,1767740400000,93362.67000000,93792.17000000,93333.32000000,93747.97000000,354.64676000
2026-01-07T00:00:00+00:00,1767744000000,93747.97000000,93747.97000000,92626.31000000,92709.52000000,843.19542000
2026-01-07T01:00:00+00:00,1767747600000,92709.36000000,92902.52000000,92330.33000000,92435.35000000,936.69400000
2026-01-07T02:00:00+00:00,1767751200000,92435.36000000,93060.00000000,92236.07000000,92949.77000000,598.87784000
2026-01-07T03:00:00+00:00,1767754800000,92949.77000000,93108.69000000,92747.12000000,92815.83000000,294.44853000
2026-01-07T04:00:00+00:00,1767758400000,92815.83000000,92930.35000000,92610.00000000,92670.29000000,319.36155000
2026-01-07T05:00:00+00:00,1767762000000,92670.30000000,92847.16000000,92500.00000000,92529.54000000,227.33033000
2026-01-07T06:00:00+00:00,1767765600000,92529.53000000,92899.57000000,92523.75000000,92614.84000000,240.63686000
2026-01-07T07:00:00+00:00,1767769200000,92614.84000000,92895.56000000,92614.83000000,92879.13000000,256.24423000
2026-01-07T08:00:00+00:00,1767772800000,92879.14000000,92961.53000000,92698.09000000,92718.90000000,263.50620000
2026-01-07T09:00:00+00:00,1767776400000,92718.90000000,92718.91000000,91600.00000000,91716.14000000,1258.05952000
2026-01-07T10:00:00+00:00,1767780000000,91716.14000000,92000.00000000,91600.00000000,91975.31000000,538.05487000
2026-01-07T11:00:00+00:00,1767783600000,91975.31000000,92253.16000000,91928.21000000,92087.21000000,542.17686000
2026-01-07T12:00:00+00:00,1767787200000,92087.21000000,92176.98000000,91977.73000000,91997.86000000,317.95554000
2026-01-07T13:00:00+00:00,1767790800000,91997.85000000,92299.40000000,91864.52000000,92044.67000000,443.04448000
2026-01-07T14:00:00+00:00,1767794400000,92044.67000000,92135.10000000,91353.39000000,91959.04000000,1427.59818000
2026-01-07T15:00:00+00:00,1767798000000,91959.05000000,92000.00000000,91024.00000000,91349.96000000,1434.72957000
2026-01-07T16:00:00+00:00,1767801600000,91349.95000000,91790.00000000,91150.00000000,91264.54000000,677.82559000
2026-01-07T17:00:00+00:00,1767805200000,91264.55000000,91698.15000000,91026.01000000,91252.14000000,548.07377000
2026-01-07T18:00:00+00:00,1767808800000,91252.13000000,91441.35000000,90733.14000000,90901.39000000,816.16719000
2026-01-07T19:00:00+00:00,1767812400000,90901.38000000,91280.07000000,90675.52000000,91186.07000000,611.74260000
2026-01-07T20:00:00+00:00,1767816000000,91186.07000000,91300.75000000,90778.32000000,91047.49000000,438.79062000
2026-01-07T21:00:00+00:00,1767819600000,91047.49000000,91231.90000000,91035.77000000,91089.50000000,245.38775000
2026-01-07T22:00:00+00:00,1767823200000,91089.50000000,91383.14000000,90873.08000000,91180.85000000,362.92780000
2026-01-07T23:00:00+00:00,1767826800000,91180.85000000,91489.60000000,91004.10000000,91364.16000000,633.66095000
2026-01-08T00:00:00+00:00,1767830400000,91364.16000000,91529.72000000,91072.16000000,91394.71000000,369.48198000
2026-01-08T01:00:00+00:00,1767834000000,91394.70000000,91687.99000000,91300.00000000,91428.40000000,306.46699000
2026-01-08T02:00:00+00:00,1767837600000,91428.39000000,91473.00000000,90764.00000000,90956.49000000,571.10105000
2026-01-08T03:00:00+00:00,1767841200000,90956.50000000,91142.51000000,90616.36000000,90813.40000000,547.79189000
2026-01-08T04:00:00+00:00,1767844800000,90813.40000000,91168.00000000,90700.00000000,91022.75000000,357.33917000
2026-01-08T05:00:00+00:00,1767848400000,91022.74000000,91188.00000000,90786.14000000,90829.58000000,295.83835000
2026-01-08T06:00:00+00:00,1767852000000,90829.58000000,90872.00000000,89897.01000000,89898.01000000,1360.25581000
2026-01-08T07:00:00+00:00,1767855600000,89898.00000000,90588.00000000,89641.84000000,90548.02000000,1094.34311000
2026-01-08T08:00:00+00:00,1767859200000,90548.02000000,90917.22000000,90155.05000000,90227.25000000,841.98085000
2026-01-08T09:00:00+00:00,1767862800000,90227.25000000,90374.78000000,89956.00000000,90010.00000000,514.04982000
2026-01-08T10:00:00+00:00,1767866400000,90009.99000000,90493.18000000,89777.25000000,90410.10000000,526.53398000
2026-01-08T11:00:00+00:00,1767870000000,90409.61000000,90487.31000000,90022.26000000,90226.77000000,548.71612000
2026-01-08T12:00:00+00:00,1767873600000,90226.77000000,90240.85000000,89781.96000000,89989.21000000,992.96975000
2026-01-08T13:00:00+00:00,1767877200000,89989.20000000,90105.08000000,89861.59000000,89962.14000000,441.44929000
2026-01-08T14:00:00+00:00,1767880800000,89962.14000000,90171.00000000,89311.00000000,90024.01000000,1521.76403000
2026-01-08T15:00:00+00:00,1767884400000,90024.00000000,90847.52000000,89820.89000000,90781.57000000,1428.07575000
2026-01-08T16:00:00+00:00,1767888000000,90781.57000000,90926.84000000,90312.89000000,90926.84000000,855.68064000
2026-01-08T17:00:00+00:00,1767891600000,90926.84000000,91440.00000000,90842.00000000,91366.39000000,874.20589000
2026-01-08T18:00:00+00:00,1767895200000,91366.39000000,91469.00000000,90952.00000000,91117.35000000,517.40477000
2026-01-08T19:00:00+00:00,1767898800000,91117.35000000,91333.00000000,90812.98000000,90937.41000000,409.29800000
2026-01-08T20:00:00+00:00,1767902400000,90937.42000000,90996.02000000,90568.11000000,90927.62000000,476.53275000
2026-01-08T21:00:00+00:00,1767906000000,90927.63000000,91336.63000000,90917.70000000,91272.96000000,629.96765000
2026-01-08T22:00:00+00:00,1767909600000,91272.96000000,91493.00000000,91033.11000000,91231.90000000,417.67218000
2026-01-08T23:00:00+00:00,1767913200000,91231.89000000,91336.63000000,91046.87000000,91099.99000000,233.87135000
2026-01-09T00:00:00+00:00,1767916800000,91100.00000000,91307.72000000,91058.70000000,91290.33000000,179.40576000
2026-01-09T01:00:00+00:00,1767920400000,91290.34000000,91632.10000000,90850.00000000,91056.19000000,545.56598000
2026-01-09T02:00:00+00:00,1767924000000,91056.20000000,91481.19000000,91023.00000000,91038.38000000,431.10210000
2026-01-09T03:00:00+00:00,1767927600000,91038.39000000,91271.73000000,90941.44000000,91220.23000000,417.79460000
2026-01-09T04:00:00+00:00,1767931200000,91220.24000000,91236.72000000,90933.30000000,91012.80000000,322.36121000
2026-01-09T05:00:00+00:00,1767934800000,91012.81000000,91119.81000000,90882.71000000,91091.82000000,292.21625000
2026-01-09T06:00:00+00:00,1767938400000,91091.82000000,91146.47000000,90989.29000000,91137.58000000,209.50276000
2026-01-09T07:00:00+00:00,1767942000000,91137.58000000,91137.58000000,90738.34000000,90741.84000000,669.47590000
2026-01-09T08:00:00+00:00,1767945600000,90741.85000000,90843.77000000,89694.66000000,90033.52000000,1141.88324000
2026-01-09T09:00:00+00:00,1767949200000,90033.52000000,90481.20000000,90014.60000000,90338.46000000,507.45187000
2026-01-09T10:00:00+00:00,1767952800000,90338.47000000,90558.01000000,90283.47000000,90485.87000000,396.79277000
2026-01-09T11:00:00+00:00,1767956400000,90485.87000000,90691.32000000,90404.21000000,90463.11000000,540.59585000
2026-01-09T12:00:00+00:00,1767960000000,90463.12000000,90603.53000000,90235.13000000,90449.23000000,690.17113000
2026-01-09T13:00:00+00:00,1767963600000,90449.22000000,90938.62000000,90405.15000000,90607.66000000,722.68305000
2026-01-09T14:00:00+00:00,1767967200000,90607.66000000,90666.91000000,89940.00000000,90150.00000000,840.37741000
2026-01-09T15:00:00+00:00,1767970800000,90150.01000000,92082.55000000,89850.00000000,91176.47000000,3441.12901000
2026-01-09T16:00:00+00:00,1767974400000,91176.48000000,91783.32000000,91175.79000000,91623.89000000,1143.47636000
2026-01-09T17:00:00+00:00,1767978000000,91623.89000000,91680.41000000,91012.00000000,91422.23000000,688.89123000
2026-01-09T18:00:00+00:00,1767981600000,91422.23000000,91507.82000000,90340.00000000,90820.31000000,551.14415000
2026-01-09T19:00:00+00:00,1767985200000,90820.30000000,90820.30000000,90190.00000000,90332.15000000,578.57871000
2026-01-09T20:00:00+00:00,1767988800000,90332.14000000,90580.62000000,90235.00000000,90303.36000000,313.31668000
2026-01-09T21:00:00+00:00,1767992400000,90303.37000000,90643.81000000,90113.87000000,90541.97000000,207.05117000
2026-01-09T22:00:00+00:00,1767996000000,90541.98000000,90723.06000000,90353.91000000,90630.08000000,575.52178000
2026-01-09T23:00:00+00:00,1767999600000,90630.08000000,90732.01000000,90604.58000000,90641.28000000,183.79042000
2026-01-10T00:00:00+00:00,1768003200000,90641.27000000,90693.89000000,90527.99000000,90600.00000000,151.21516000
2026-01-10T01:00:00+00:00,1768006800000,90600.00000000,90732.20000000,90587.00000000,90688.00000000,113.18366000
2026-01-10T02:00:00+00:00,1768010400000,90688.00000000,90782.23000000,90607.02000000,90697.17000000,139.70054000
2026-01-10T03:00:00+00:00,1768014000000,90697.17000000,90697.18000000,90554.26000000,90626.14000000,124.89032000
2026-01-10T04:00:00+00:00,1768017600000,90626.15000000,90649.99000000,90408.23000000,90448.30000000,164.87324000
2026-01-10T05:00:00+00:00,1768021200000,90448.30000000,90617.62000000,90431.45000000,90603.52000000,84.41081000
2026-01-10T06:00:00+00:00,1768024800000,90603.52000000,90603.53000000,90474.35000000,90505.47000000,74.15884000
2026-01-10T07:00:00+00:00,1768028400000,90505.48000000,90682.70000000,90505.47000000,90678.50000000,168.18359000
2026-01-10T08:00:00+00:00,1768032000000,90678.50000000,90773.33000000,90618.28000000,90661.95000000,288.33994000
2026-01-10T09:00:00+00:00,1768035600000,90661.94000000,90768.97000000,90630.09000000,90768.96000000,158.69299000
2026-01-10T10:00:00+00:00,1768039200000,90768.97000000,90832.00000000,90728.45000000,90828.00000000,126.67512000
2026-01-10T11:00:00+00:00,1768042800000,90828.00000000,90828.00000000,90708.25000000,90723.86000000,73.68827000
2026-01-10T12:00:00+00:00,1768046400000,90723.87000000,90788.78000000,90665.75000000,90733.71000000,94.62022000
2026-01-10T13:00:00+00:00,1768050000000,90733.71000000,90772.78000000,90633.86000000,90656.51000000,82.99160000
2026-01-10T14:00:00+00:00,1768053600000,90656.52000000,90658.69000000,90538.46000000,90591.01000000,144.35468000
2026-01-10T15:00:00+00:00,1768057200000,90591.01000000,90665.76000000,90584.17000000,90665.75000000,92.51513000
2026-01-10T16:00:00+00:00,1768060800000,90665.76000000,90725.74000000,90609.56000000,90676.66000000,142.80125000
2026-01-10T17:00:00+00:00,1768064400000,90676.66000000,90746.00000000,90544.96000000,90544.96000000,152.86625000
2026-01-10T18:00:00+00:00,1768068000000,90544.96000000,90595.63000000,90504.55000000,90595.62000000,158.53961000
2026-01-10T19:00:00+00:00,1768071600000,90595.62000000,90631.37000000,90580.61000000,90626.54000000,75.94050000
2026-01-10T20:00:00+00:00,1768075200000,90626.54000000,90659.03000000,90571.00000000,90572.86000000,99.38243000
2026-01-10T21:00:00+00:00,1768078800000,90572.86000000,90572.86000000,90500.38000000,90510.74000000,144.94285000
2026-01-10T22:00:00+00:00,1768082400000,90510.75000000,90600.00000000,90404.00000000,90427.76000000,161.64189000
2026-01-10T23:00:00+00:00,1768086000000,90427.76000000,90567.15000000,90427.75000000,90504.70000000,85.50833000
2026-01-11T00:00:00+00:00,1768089600000,90504.70000000,90650.75000000,90451.10000000,90640.44000000,114.36360000
2026-01-11T01:00:00+00:00,1768093200000,90640.44000000,90675.53000000,90558.95000000,90628.23000000,83.46973000
2026-01-11T02:00:00+00:00,1768096800000,90628.24000000,90731.90000000,90615.34000000,90699.00000000,123.06702000
2026-01-11T03:00:00+00:00,1768100400000,90699.00000000,90737.95000000,90631.64000000,90733.50000000,142.98004000
